"","bisonID","basisOfRecord","catalogNumber","collectorNumber","recordedBy","providerID","institutionCode","resourceID","ownerInstitutionCollectionCode","eventDate","year","providedScientificName","scientificName","ITISscientificName","providedCommonName","ITIScommonName","ITIStsn","validAcceptedITIStsn","decimalLatitude","decimalLongitude","computedCountyFips","providedCounty","calculatedCounty","providedState","calculatedState","countryCode","institutionID","collectionID"
"1202",1050720300,"specimen","153393","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1203",1050720289,"specimen","153409","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1204",1050720373,"specimen","153454","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1205",1050720318,"specimen","153420","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1206",1050720326,"specimen","153435","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1207",1050720322,"specimen","153446","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Nevada","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1208",1050720329,"specimen","153389","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1209",1050720345,"specimen","153421","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1210",1050720340,"specimen","153410","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1211",1050720344,"specimen","153425","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1212",1050720372,"specimen","153433","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1213",1050720353,"specimen","153436","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1214",1050720357,"specimen","153398","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1215",1050720362,"specimen","153411","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1216",1050720366,"specimen","153422","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1217",1050720369,"specimen","153486","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1218",1050720381,"specimen","153399","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1219",1050720392,"specimen","153412","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1220",1050720378,"specimen","153440","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Arizona","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1221",1050720379,"specimen","153437","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1222",1050720380,"specimen","153390","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1223",1050720388,"specimen","153417","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1224",1050720389,"specimen","153450","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Nevada","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1225",1050720390,"specimen","153423","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1226",1050720398,"specimen","153401","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1227",1050720394,"specimen","153475","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1228",1050720414,"specimen","153428","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1229",1050720396,"specimen","153487","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1230",1050720397,"specimen","153455","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1231",1050720399,"specimen","153434","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1232",1050720400,"specimen","153480","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1233",1050720403,"specimen","153441","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Arizona","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1234",1050720408,"specimen","153467","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Utah","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1235",1050720404,"specimen","153391","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1236",1050720412,"specimen","153451","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Nevada","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1237",1050720410,"specimen","153418","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1238",1050720411,"specimen","153413","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1239",1050720413,"specimen","153490","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1240",1050720427,"specimen","153483","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1241",1050720415,"specimen","153464","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1242",1050720426,"specimen","153439","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Arizona","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1243",1050720422,"specimen","153488","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1244",1050720425,"specimen","153481","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1245",1050720423,"specimen","153402","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1246",1050720433,"specimen","153419","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1247",1050720440,"specimen","153429","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1248",1050720432,"specimen","153462","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Nevada","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1249",1050720431,"specimen","153503","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1250",1050720430,"specimen","153442","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Arizona","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1251",1050720436,"specimen","153468","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Utah","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1252",1050720435,"specimen","153452","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Nevada","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1253",1050720444,"specimen","153491","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1254",1050720443,"specimen","153509","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1255",1050720451,"specimen","153506","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1256",1050720449,"specimen","153482","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1257",1050720447,"specimen","153489","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1258",1050720445,"specimen","153465","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1259",1050720454,"specimen","153473","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1260",1050720452,"specimen","153484","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1261",1050720455,"specimen","153504","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1262",1050720467,"specimen","153511","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1263",1050720456,"specimen","153443","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Nevada","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1264",1050720458,"specimen","153463","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1265",1050720463,"specimen","153453","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1266",1050720477,"specimen","153444","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Nevada","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1267",1050720475,"specimen","153507","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1268",1050720479,"specimen","153485","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1269",1050720478,"specimen","153500","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1270",1050720480,"specimen","153474","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1271",1050720482,"specimen","153505","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1272",1050720492,"specimen","153512","","Collector(s): unknown; Preparator(s): unknown",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,NA,NA,NA,"","","Idaho","","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
